UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_W,wear_torque,temp_per_rpm,high_wear,product_type_enc
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,3000.702695051803,920.1999999999999,0.11515490854796566,0,1
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,6527.569799702335,3818.1,0.21217331499312242,0,0
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,7422.955121901963,4504.5,0.21535240753663645,0,2
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,6540.199002169767,3926.3999999999996,0.20196335078534033,0,1
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,5820.32398955069,3465.0,0.19427312775330396,0,0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,7067.986567972852,4757.1,0.21520223152022316,0,0
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,5897.293009563639,3605.0,0.1916770186335404,0,0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,6795.264909714723,4326.0,0.19574873096446702,0,0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,6116.178241714753,3819.9,0.18845448992058644,0,1
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,5913.6292913623065,4169.0,0.2069081153588196,0,0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,5980.000672157147,3673.5999999999995,0.17709529276693456,0,0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,7459.397596683605,6042.0,0.22944237918215615,0,1
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,5947.841235359898,4130.099999999999,0.1917391304347826,0,0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,9032.571061919718,7223.3,0.2170886075949367,0,1
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,6114.555085510398,4477.400000000001,0.19384422110552765,0,0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,6805.527445716449,5456.0,0.20879566982408662,0,0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,5757.523552405431,4548.6,0.20255905511811023,0,0
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,5591.249525226434,4339.2,0.1958756345177665,0,0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,7445.323261595522,6877.0,0.22951672862453532,0,2
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,6516.856968753595,6061.5,0.22256669069935112,0,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,6173.428531838672,5082.7,0.1940880503144654,0,1
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,6532.879091286903,5642.0,0.19922530664945126,0,0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,6012.13916500337,5438.599999999999,0.20573333333333335,0,0
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,5506.416051603998,4550.400000000001,0.1852852852852853,0,0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,5773.2734035754265,5562.6,0.21312154696132599,0,0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,6937.767552481556,6837.6,0.21498257839721255,0,1
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,7814.523230245396,7957.700000000001,0.2177134791813691,0,0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,4649.148720267927,3717.9,0.1687636761487965,0,2
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,6144.955230421636,7110.0,0.23647509578544063,0,0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,5652.102174926468,5504.0,0.19656050955414014,0,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,4860.169498809553,4746.6,0.19470031545741326,0,0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,7673.40288824614,8823.199999999999,0.22633895818048422,0,0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,6847.28968405817,8167.200000000001,0.2318796992481203,0,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,5818.009682962546,6064.8,0.20032467532467532,0,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,6328.832648436246,6307.0,0.18926380368098158,0,1
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,5186.099264643983,5570.6,0.200454840805718,0,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,5721.468540717731,6089.999999999999,0.19643539147040104,0,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,6354.897395485528,7628.7,0.21887863733144072,0,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,7098.156329422827,8520.4,0.21642105263157893,0,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,5525.935813958303,6316.9,0.20383344348975543,0,0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,6639.881737068171,7850.7,0.20851926977687626,0,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,5928.8136558546585,6234.500000000001,0.18340273646638905,0,1
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,6058.718512080595,7275.6,0.20608288770053476,0,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,5948.417194013057,6954.0,0.19839021249195107,0,1
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,7337.493329748809,9707.9,0.22101865136298424,0,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,5162.32788023182,5967.0,0.19119106699751862,0,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,7235.339208629582,10165.2,0.22992537313432837,0,1
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,4521.91421779754,4860.0,0.17328458942632172,0,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,8300.33911819652,11877.599999999999,0.22846553002223868,1,0
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,6659.359611520428,8996.4,0.21358281358281359,1,0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,7172.727267043536,10114.6,0.22077363896848137,1,1
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,5349.901905602154,6562.599999999999,0.18925061425061426,1,1
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,5560.3571974661345,7102.0,0.19426229508196724,1,0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,6999.4160723205,9737.0,0.20965986394557823,1,0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,8101.2878076650695,12268.8,0.22619222303741748,1,0
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,8268.776584003457,12251.6,0.21927453769559033,1,0
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,5691.246419390198,0.0,0.18538785327720986,0,0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,6539.916258830944,85.2,0.21008861622358554,0,1
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,6073.326917919787,179.0,0.19012954966070325,0,0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,6849.446911013634,337.40000000000003,0.22695139911634757,0,0
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,6008.8823806191485,341.09999999999997,0.20343234323432344,0,0
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,6299.479701076205,444.4,0.2068456375838926,0,0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,8781.065626048829,819.0,0.23145645645645646,0,0
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,4989.110933288391,442.5,0.1905940594059406,0,0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,5881.878261610027,644.3,0.20782198246797032,0,0
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,9502.061140047686,1214.1,0.21688951442646023,0,1
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,7825.728244043198,1080.2,0.20242941562705188,0,1
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,5559.927846470144,802.5,0.18622356495468279,0,0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,4872.065662991146,723.6,0.17743235463442716,0,1
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,5367.945119409271,968.9999999999999,0.19401763224181362,0,1
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,6914.1218317755365,1567.5,0.22156721782890007,0,0
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,5648.939638321855,1298.5,0.21175257731958763,0,0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,6589.80475016995,1616.9,0.21380985426786955,0,2
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,4317.532671730501,886.2,0.15754475703324808,0,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,4674.689868541612,1091.2,0.17101610216546362,0,2
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,5904.937551687375,1813.0,0.2019672131147541,0,0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,6303.2915001625615,2019.6000000000001,0.2024983563445102,0,2
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,6203.765844896836,2284.7999999999997,0.21204404679972472,0,1
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,6278.326310542034,2383.6,0.20747474747474748,0,0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,6869.197056829202,2806.0,0.2158374211632796,0,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,4930.415510543821,1795.5,0.18632788868723532,0,0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,8025.16701766859,3555.5,0.21968616262482168,0,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,4874.704600820162,1782.2,0.17584237578526554,0,1
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,7852.442253574225,3549.0,0.20810810810810812,0,2
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,4987.5924968391555,2205.0,0.19000616903146206,0,1
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,4457.354488766269,1825.1999999999998,0.1692857142857143,0,0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,6663.024802949617,3496.0,0.21146190803019904,0,1
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,6215.012746596688,3029.5,0.18930547019053473,0,0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,7248.910888893088,4233.0,0.22149532710280376,0,1
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,6614.832771643549,3784.0,0.20965986394557823,0,0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,4123.780180808106,1728.0,0.15024366471734893,0,0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,5911.2207369945545,3312.0,0.19649458253664756,0,0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,5524.469737386628,3120.8,0.1938993710691824,0,0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,5973.005392515154,3033.6000000000004,0.17070874861572535,0,0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,6120.555527478756,4135.6,0.2225108225108225,0,2
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,7022.632442030528,4810.1,0.21461377870563672,0,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,6866.767558510426,4788.0,0.21431549687282833,0,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,6571.143689807627,4558.2,0.20915875169606513,0,0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,5619.9950980067815,4381.8,0.2308383233532934,0,0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,6530.491480870174,4972.799999999999,0.22146446518305815,0,2
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,7341.818255635252,5927.6,0.22469045884923525,0,1
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,5516.762363409821,3653.2999999999997,0.17973209085614444,0,1
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,6749.083497706953,5636.400000000001,0.22098853868194843,0,0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,4538.438995155423,3137.2000000000003,0.17998833138856477,0,0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,4169.134306750431,2356.2,0.1448356807511737,0,2
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,5841.812483301244,4663.6,0.1966198979591837,0,1
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,6505.463459396576,5132.2,0.19001848428835488,0,0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,4937.955332912437,3685.6000000000004,0.1771395749569213,0,0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,5557.603067906488,4843.8,0.20383344348975543,0,2
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,6737.302525255991,6220.5,0.20837837837837836,0,1
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,5002.200902678348,4015.0,0.1774453394706559,0,0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,4280.608486075309,2841.6,0.14478873239436618,0,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,6776.980840470831,7065.0,0.22429090909090907,0,0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,6051.9012560223055,5563.2,0.1951898734177215,0,1
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,6450.3180363505635,7316.0,0.23621745788667686,0,0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,6190.948146870191,6405.599999999999,0.21275862068965518,0,1
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,6679.738075866714,6688.0,0.20209561231172235,0,2
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,6710.159164728975,7276.5,0.21224209078404402,0,1
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,5534.229618563781,6048.0,0.21007488087134107,0,0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,6984.849554383354,8636.0,0.23485540334855404,0,0
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,7215.191127744558,9116.0,0.23712528823981552,0,1
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,6998.1699072345755,7105.0,0.1872495446265938,0,0
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,5959.056721133215,5876.400000000001,0.17982507288629737,0,0
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,5011.259161496199,5083.599999999999,0.18291814946619217,0,0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,6317.617162662931,7221.9,0.20383344348975543,0,0
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,5418.744672617819,5874.3,0.1911965282083075,0,0
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,6200.456700635056,7067.000000000001,0.19883945841392647,0,2
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,5166.349118828415,6175.0,0.2030283080974325,0,0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,6065.368216530695,7680.0,0.21290545203588682,0,0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,7568.546997444826,8982.199999999999,0.19750320102432778,0,0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,6528.983516396452,8212.4,0.2071860308932169,0,1
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,4946.144417762795,5532.2,0.1814705882352941,0,0
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,6507.432190792826,8321.4,0.20539280958721703,1,0
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,8152.338688285906,11510.1,0.22452692867540028,1,0
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,5599.805129219711,6437.0,0.18098591549295773,1,2
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,5385.527566293862,6279.0,0.17925624636839046,1,2
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,6134.085319840215,9008.5,0.22044317369549676,1,1
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,7560.022809378086,11314.199999999999,0.221551724137931,1,1
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,6474.571131636277,0.0,0.20032488628979858,0,1
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,5398.4185681490935,93.9,0.18701456310679612,0,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,6891.732748130953,224.0,0.2095918367346939,0,1
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,4743.710659140979,207.2,0.17605714285714286,0,0
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,4282.776185006285,205.0,0.15440881763527053,0,1
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,5053.084231690991,360.09999999999997,0.17687894434882387,0,0
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,6252.460531027478,573.0,0.19705882352941176,0,0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,5776.195084743266,547.4000000000001,0.17981330221703618,0,1
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,6081.662610427314,788.0,0.20888135593220342,0,0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,5223.21194585839,717.2,0.20130633572828216,0,1
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,7162.988329817408,1162.5,0.209375,0,0
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,7064.059577155866,1312.2,0.22195824334053277,0,0
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,3537.6846553543946,400.20000000000005,0.12584728460596162,0,1
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,5460.768710347337,1052.8,0.19438839848675915,0,0
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,6905.932746925179,1536.8000000000002,0.21116438356164385,0,1
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,6596.841917713991,1509.6,0.19954692556634304,0,0
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,5367.819455703128,1236.3,0.19054388133498146,0,0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,5729.060722963907,1406.3,0.1931704260651629,0,0
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,6494.719212521298,1904.8999999999999,0.22005710206995005,0,2
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,5229.809290430929,1488.0,0.19131513647642678,0,1
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,7259.382864405055,2346.0,0.20450928381962863,0,1
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,5259.026102109314,1620.0,0.1840597014925373,0,2
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,5955.3496418019795,2023.6999999999998,0.18583484026522,0,0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,6271.529998434768,2250.9,0.18983990147783253,0,0
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,7158.872843441205,3080.7,0.22044317369549676,0,1
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,5433.007503265117,2257.2000000000003,0.20316205533596837,0,0
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,5637.996423911851,2495.6000000000004,0.21001362397820164,0,1
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,5677.716627028738,2456.6,0.1966198979591837,0,1
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,6084.448155913496,2826.8,0.2025624178712221,0,1
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,6150.4844334919535,2833.6,0.19304946775203508,0,0
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,5306.778310443879,2441.1,0.1878732480195003,0,2
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,7198.058975806981,4015.2,0.21424600416956222,0,0
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,8133.206389025544,4747.2,0.2190340909090909,0,0
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,8146.935148921731,5060.0,0.2277695716395864,0,0
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,6647.274951779618,3681.0,0.1986477784932389,0,1
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,6292.892828479178,3561.8999999999996,0.19643312101910826,0,1
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,6159.144757240349,3792.0,0.20697986577181207,0,0
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,5999.468074633892,3537.8,0.1942065491183879,0,2
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,6318.6224723120795,3831.6000000000004,0.18995686999383857,0,1
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,6399.675562774695,4038.6000000000004,0.19214953271028035,0,0
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,7606.685932259408,5583.6,0.21927453769559033,0,1
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,6210.300357616304,4662.0,0.21818825194621375,0,0
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,6443.720691778025,4859.0,0.2152932960893855,0,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,6004.023383981596,4301.0,0.20091264667535852,0,0
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,7614.3723622851885,6072.3,0.21982881597717546,0,1
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,8037.618196552319,6468.0,0.21628070175438596,0,1
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,5400.146444108567,3616.2,0.17561253561253562,0,0
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,4922.582472860871,3350.0,0.17561253561253562,0,0
